GENDER_CD,Group,Group2,BIPOCFmt,FGFmt,CCHE_FAFSA_CODE,Pell,AGI,FedGrants,FedStudentLoans,FedWorkStudy,InstNeedBasedGrants,InstNonNeedBasedGrants,PrivateSchol,TotalStudentLoans,EFC,FAFSA,GotFedGrants,GotFedStudentLoans,GotFedWorkStudy,FedTotal,GotFedAny,GotPrivateSchol,GotStudentLoans,GotInstNBGrant,GotInstNonNeedGrant,GotAidAny,GotNBAid
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,129191,,2750,,,,,2750,23942,1,0,1,0,2750,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,7500,1500,,0,0,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,114652,,,,,100,17823.65,,31513,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,250876,,,,,5000,,,102895,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,149146,,6500,,,,,6500,18422,1,0,1,0,6500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,170213,,,,,,,,61826,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,246214,,,,,3500,,,43838,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,84833,,7500,,,3500,,7500,18601,1,0,1,0,7500,1,0,1,0,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,210191,,,,,5000,,,39023,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,130703,,5500,,,3000,,5500,20050,1,0,1,0,5500,1,0,1,0,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,146073,,,,,5000,,,45573,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,241453,,,,,9000,,,68972,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,132647,,,,,22002,,,25219,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,324976,,6500,,,,,6500,48341,1,0,1,0,6500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,247359,,6500,,,7500,,6500,34325,1,0,1,0,6500,1,0,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,279698,,,,,3300,,,114830,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,47799,697.5,3250,,5785,,,3250,4969,1,1,1,0,3947.5,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,59001,,6500,,2800,,,6500,11872,1,0,1,0,6500,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,128624,,3750,,,,,3750,29602,1,0,1,0,3750,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,174688,,6500,,,,,26500,42252,1,0,1,0,6500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,98389,,,,5600,2500,,,8633,1,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,80207,2000,2534,,12700,750,,2534,13826,1,1,1,0,4534,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,133958,,,,,2000,,,29960,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,78006,,,,3200,,,28338,10781,1,0,0,0,,0,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,104187,,,,,19252,1000,,56398,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,172353,,6500,,,,,6500,60197,1,0,1,0,6500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,-2998555,6195,,,,,,,140,1,1,0,0,6195,1,0,0,0,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,,,29810,0,0,0,0,0,,0,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,214508,,,,,3500,,,256625,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,265001,,5500,,,,,15500,82884,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,224760,,,,,6218.4,,,63270,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1875,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,4000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,133605,,,,,,,,37267,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,163192,,,,,2500,,,31372,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,139950,,,,,,,,18181,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2430,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,104138,,,,,,,8000,9476,1,0,0,0,,0,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,1,34284,5995,,,6200,,4860,,349,1,1,0,0,5995,1,1,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,203358,,,,,8500,,,52238,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,125788,,4500,,,1000,,4500,25398,1,0,1,0,4500,1,0,1,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,50286,2695,,,8810,2500,,,3674,1,1,0,0,2695,1,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,17896,6345,,,7150,2500,1343.45,,0,1,1,0,0,6345,1,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1300,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,169185,,5500,,,,,5500,27243,1,0,1,0,5500,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,198373,,,,,,,,70117,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,1,1,61863,2147.5,,,3055,,,,2094,1,1,0,0,2147.5,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,48063,5195,4500,,6040,,,4500,1135,1,1,1,0,9695,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,74590,,,,,,,,6078,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,181570,,6500,,,,,6500,21070,1,0,1,0,6500,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2430,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,153860,,,,,10218.4,,,64145,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,82468,,6500,,,2500,2800,6500,7699,1,0,1,0,6500,1,1,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,58936,,,,1800,,1400,10000,9944,1,0,0,0,,0,1,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,458910,,,,,500,,,91143,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,74008,,4500,,,4000,2800,4500,6075,1,0,1,0,4500,1,1,1,0,1,1,1
M,3. Other,2. Other,BIPOC,First gen,2,,,,,,,3000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,21422,6345,5500,,7750,3000,,5500,0,1,1,1,0,11845,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,78491,,,,,2000,,27000,16966,1,0,0,0,,0,0,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,112600,,,,,16500,,,44019,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,99354,,,,,8000,,,42832,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,8218.4,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,170907,,,,,,,,77860,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,1271,6345,,,6160,2500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,6000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,168552,,5500,,,,,5500,74122,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,189225,,,,,8500,,,118202,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,207587,,,,,14414.4,,,192413,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,303598,,,,,,,,138222,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,9755.2,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,304701,,,,,7500,,,96216,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,144231,,,,,2807.86,,,32472,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,77660,,6500,,3600,,,6500,9456,1,0,1,0,6500,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,0,694886,,,,,2500,,,284422,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,61000,,,,,,,,3517,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,46530,,,,,,,,3636,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,208899,,5500,,,,,14000,91114,1,0,1,0,5500,1,0,1,0,0,1,0
M,2. Small Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,84100,,,,,3250,,,17464,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,162016,,5500,,,2000,,17950,12899,1,0,1,0,5500,1,0,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,4500,500,,0,0,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,200247,,6500,,,2000,,6500,54539,1,0,1,0,6500,1,0,1,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,345236,,6500,,,,,6500,41907,1,0,1,0,6500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,59673,,,,6545,16552,,,9049,1,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,229948,,,,,500,,,60211,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,2. Small Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,1,40198,5895,,,,4000,1500,,404,1,1,0,0,5895,1,1,0,0,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,3091,6345,6500,,5000,300,,6500,0,1,1,1,0,12845,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,30643,9345,,,6550,2000,,,0,1,1,0,0,9345,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,200090,,,,,5000,,,99566,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,50611,1995,,,18000,,,,4378,1,1,0,0,1995,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,39295,4695,5500,,13100,,,5500,1617,1,1,1,0,10195,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,700,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,9000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,85389,1595,,,,3500,,,4791,1,1,0,0,1595,1,0,0,0,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,6000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,4500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,228916,,5560,,,6625,,5560,27886,1,0,1,0,5560,1,0,1,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,135940,,,,,2188,,,32100,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,113232,,5500,,,3000,2000,5500,20993,1,0,1,0,5500,1,1,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,130624,1300,5500,,,2500,,5500,14386,1,1,1,0,6800,1,0,1,0,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,146483,,,,2500,7917,,,13530,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,7500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,116855,,,,3200,2500,,,12553,1,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,64253,5095,,,23256,2800,,,1263,1,1,0,0,5095,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,14510.61,,0,0,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,19252,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,250,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,320000,,,,,3500,,,271951,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,148838,,,,,,,,39260,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,44474,5195,6500,,4600,3218.4,,6500,1184,1,1,1,0,11695,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,146739,,6500,,,,,6500,30950,1,0,1,0,6500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,67199,,,,3600,2500,4500,,7697,1,0,0,0,,0,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,72561,639,4555,,10870,2000,,4555,5706,1,1,1,0,5194,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,49331,,,,4500,13650,14838,,5144,1,0,0,0,,0,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,First gen,1,0,120648,,,,,,,,232436,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,810487,,,,,2500,,,346633,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,172502,,,,,,,,69480,1,0,0,0,,0,0,0,0,0,0,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,34777,4395,6500,,1500,3500,,6500,1999,1,1,1,0,10895,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2750,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,210648,,5500,,,,,5500,91867,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,63288,,,2424,4250,29002,,,5875,1,0,0,1,2424,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,367643,,,,,5000,,,115800,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,62367,,7500,,2400,,,7500,14368,1,0,1,0,7500,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,142787,,6500,,,2500,,6500,36658,1,0,1,0,6500,1,0,1,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,99628,,4500,,,,,4500,22799,1,0,1,0,4500,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,10226,3172.5,3250,,4230,,,3250,0,1,1,1,0,6422.5,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,131732,,5032,,,7500,,5032,26798,1,0,1,0,5032,1,0,1,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,67584,3495,,,6010,,2000,,2880,1,1,0,0,3495,1,1,0,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,22305,6345,6500,1075.7,3160,,,6500,0,1,1,1,1,13920.7,1,0,1,1,0,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,1750,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,BIPOC,Not first gen,1,1,46820,4395,,,7760,2500,3250,,1965,1,1,0,0,4395,1,1,0,1,1,1,1
M,1. Rural,1. Rural/Small Rural,BIPOC,First gen,1,0,147758,,6500,,,,,15104,30528,1,0,1,0,6500,1,0,1,0,0,1,0
F,1. Rural,1. Rural/Small Rural,BIPOC,Not first gen,1,0,204265,,,,,,750,,47156,1,0,0,0,,0,1,0,0,0,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,1. Rural,1. Rural/Small Rural,BIPOC,Not first gen,1,0,75700,,,,5800,5000,,,10904,1,0,0,0,,0,0,0,1,1,1,1
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,2000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,41125,4095,,,5200,7000,10250,,2266,1,1,0,0,4095,1,1,0,1,1,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,1,63467,3295,,,3250,2500,1500,,3050,1,1,0,0,3295,1,1,0,1,1,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,52309,6345,5500,,8750,,,5500,0,1,1,1,0,11845,1,0,1,1,0,1,1
M,1. Rural,1. Rural/Small Rural,BIPOC,Not first gen,1,0,157073,,,,,2000,,,19516,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
