GENDER_CD,Group,Group2,BIPOCFmt,FGFmt,CCHE_FAFSA_CODE,Pell,AGI,FedGrants,FedStudentLoans,FedWorkStudy,InstNeedBasedGrants,InstNonNeedBasedGrants,PrivateSchol,TotalStudentLoans,EFC,FAFSA,GotFedGrants,GotFedStudentLoans,GotFedWorkStudy,FedTotal,GotFedAny,GotPrivateSchol,GotStudentLoans,GotInstNBGrant,GotInstNonNeedGrant,GotAidAny,GotNBAid
M,3. Other,2. Other,BIPOC,First gen,1,0,86250,,,,5600,,,,8479,1,0,0,0,,0,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,16639,6345,,,7580,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,109179,,5500,,,,,28000,19562,1,0,1,0,5500,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,54681,3795,9500,,3300,,,9500,2581,1,1,1,0,13295,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,117572,,,,,7430,750,,58084,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,3169,6345,,,,17566,16619,,0,1,1,0,0,6345,1,1,0,0,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,100,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,39963,6345,3500,,7750,5500,,3500,0,1,1,1,0,9845,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,72435,,5500,,4045,,,5500,7506,1,0,1,0,5500,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,158388,,,,,2000,,,23574,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,31142,6095,5500,,3700,,,5500,229,1,1,1,0,11595,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,128315,,5500,,,,,5500,43261,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,328015,,,,,2500,,,81464,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,95726,,5500,,3200,2000,,5500,13838,1,0,1,0,5500,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,451150,,,,,,4000,,143905,1,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,10946,6345,,,,,500,,0,1,1,0,0,6345,1,1,0,0,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,61558,,2750,,2800,,1000,2750,9896,1,0,1,0,2750,1,1,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,122219,,5500,,,,,5500,39402,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,150554,,,,,2500,,,63279,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,51276,5895,,,9600,7500,,,490,1,1,0,0,5895,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,123124,,,,,3500,1000,,36862,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,199298,,,,,,,,114213,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,5695,6345,5500,,4750,2000,,5500,0,1,1,1,0,11845,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,521494,,,,,,1180,,100161,1,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,219653,,5500,,,,,5500,52953,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,146343,,,,,,,,24903,1,0,0,0,,0,0,0,0,0,0,0
F,2. Small Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,0,96114,,6734,,,1000,2255,24934,29712,1,0,1,0,6734,1,1,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,86093,,,,,,,,25211,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,190052,,,,,5500,1000,,28722,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,85000,,5500,,,,,30500,16986,1,0,1,0,5500,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,95536,,,,4945,2000,,,6956,1,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,23085,6345,,,7450,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,120823,,2155,,,,,9155,33745,1,0,1,0,2155,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,134454,,,,,,,,39802,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,0,97916,,5500,,,1000,,33994,19851,1,0,1,0,5500,1,0,1,0,1,1,1
F,2. Small Rural,1. Rural/Small Rural,BIPOC,Not first gen,1,0,133827,,,,6000,1000,32204,,26574,1,0,0,0,,0,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,98415,,,,,4200,,,93394,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,204568,,5500,,,,,32573,76945,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,BIPOC,First gen,1,0,127051,,5500,,3200,,,5500,13574,1,0,1,0,5500,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,89022,,5500,,,,,5500,18596,1,0,1,0,5500,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,37678,2895,,,11030,,,,3452,1,1,0,0,2895,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,152451,,,,,,,,28105,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,1,25492,3172.5,2750,,4075,1000,1400,2750,0,1,1,1,0,5922.5,1,1,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,311068,,5500,,,,,5500,241403,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,1,41359,4395,,,12200,,,6509,1999,1,1,0,0,4395,1,0,1,1,0,1,1
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,-32489,6195,5500,,5180,,,5500,200,1,1,1,0,11695,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,87487,,5500,,4600,,,5500,10193,1,0,1,0,5500,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,94033,,2750,,2023,1200,,2750,6561,1,0,1,0,2750,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,383538,,,,,,,,129185,1,0,0,0,,0,0,0,0,0,0,0
F,1. Rural,1. Rural/Small Rural,BIPOC,First gen,1,1,47890,6345,5500,,9430,3500,,5500,0,1,1,1,0,11845,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,0,98439,,,,,2000,,,16057,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,54876,1695,5500,,12780,,,5500,4650,1,1,1,0,7195,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,270461,,5500,,,,,5500,124605,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,92631,,3500,,,2500,2000,3500,23526,1,0,1,0,3500,1,1,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,120000,,,,3600,,4250,,9375,1,0,0,0,,0,1,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,46113,2095,,,8380,,,,4204,1,1,0,0,2095,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,First gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,1. Rural,1. Rural/Small Rural,BIPOC,First gen,1,1,11797,6345,,,19086,7500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,0,6345,,,,100,,,0,1,1,0,0,6345,1,0,0,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,34684,5995,5500,,13280,4000,,5500,319,1,1,1,0,11495,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,123044,,,,,4500,,,35409,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,18798,6345,,,21437,4500,1500,,0,1,1,0,0,6345,1,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,245461,,5500,,,,2500,5500,94095,1,0,1,0,5500,1,1,1,0,0,1,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,40070,4195,,,8100,,5000,,2108,1,1,0,0,4195,1,1,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,147761,,3500,,,,,3500,17210,1,0,1,0,3500,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,202467,,,,,,,,73792,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,98745,,,,,,3166,,45221,1,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,1,38764,2095,5500,,15830,,2000,5500,4234,1,1,1,0,7595,1,1,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,146239,,,,,,,,44371,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,1,29121,6295,,,7200,1500,,,64,1,1,0,0,6295,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,82035,,,,,5000,21413,,12592,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,0,99272,,1750,,1400,,,1750,12101,1,0,1,0,1750,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,39428,3895,5500,,7030,1000,,5500,2457,1,1,1,0,9395,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,6345,11192,,5150,2000,,11192,0,1,1,1,0,17537,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,70698,1495,5500,,12980,,,5500,4810,1,1,1,0,6995,1,0,1,1,0,1,1
M,1. Rural,1. Rural/Small Rural,BIPOC,First gen,1,0,205592,,,,,,,,60128,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,0,6345,5500,,12150,,,6491,0,1,1,1,0,11845,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,22954,6345,5500,,7450,2500,,5500,0,1,1,1,0,11845,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,105131,,5500,,,100,1000,30438,24111,1,0,1,0,5500,1,1,1,0,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,59538,1797.5,1750,,3440,,,1750,2792,1,1,1,0,3547.5,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,0,533538,,5500,,,,,5500,254851,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,92914,,,,,,,,20641,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,340500,,,,,,,,135807,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,183300,,4597,,,,,4597,25239,1,0,1,0,4597,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,29208,6345,,,7450,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,187175,,5500,,,2000,,5500,49646,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,106243,,1777,,4600,,,1777,11913,1,0,1,0,1777,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,122524,,5500,,,5000,,5500,27266,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,202429,,5500,,,,,5500,50551,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,147100,,,,,3000,,,186461,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,164554,,5500,,,1000,,30500,35763,1,0,1,0,5500,1,0,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,104057,,,,,3500,,,30567,1,0,0,0,,0,0,0,0,1,1,0
M,2. Small Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,101910,,,,,,13000,,18688,1,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,209514,,5500,,,7500,,22120,54480,1,0,1,0,5500,1,0,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,35251,6345,5500,,3400,2240,,5500,0,1,1,1,0,11845,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,218738,,5500,,,,,5500,63754,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,178340,,,,,,,,85812,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,18740,4995,5500,,2480,1740,6000,5500,1354,1,1,1,0,10495,1,1,1,1,1,1,1
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,273516,,2750,,,1250,4250,2750,87232,1,0,1,0,2750,1,1,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,42926,2595,5500,,,4500,,5500,3780,1,1,1,0,8095,1,0,1,0,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,72913,,5500,,3200,,,11545,13585,1,0,1,0,5500,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,407041,,,,,2500,,,130184,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,155965,,5500,,,5000,,26500,42020,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,9637,,,,,6000,8400,,21999,1,0,0,0,,0,1,0,0,1,1,0
F,2. Small Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,0,163933,,5500,,,,,5500,38584,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,235754,,,,,9150,,,125670,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,69546,,5500,1085.5,3645,,,5500,7632,1,0,1,1,6585.5,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,2729,6345,,,12930,5500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,33919,8095,,,15680,3000,,,299,1,1,0,0,8095,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,90831,,,,,,1000,,17017,1,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,138171,,5500,,,,,5500,37978,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,201629,,,,,,,,84561,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,234580,,,,,2500,,,171138,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,62216,,,,,7500,,,17576,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,6500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,392399,,,,,5000,,,376504,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,157305,,,,,7718.4,1000,,38202,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,163311,,,,,,,,44576,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,38528,6295,,,7800,2500,,,47,1,1,0,0,6295,1,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,280165,,5500,,,,,31538,48876,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,71205,,3500,,5600,,,3500,9880,1,0,1,0,3500,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,588647,,,,,,,,203086,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,82437,,5500,,6100,3000,,5500,11293,1,0,1,0,5500,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,529598,,5500,,,7500,,5500,230320,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,458664,,,,,3500,,,185817,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,6000,3000,,0,0,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,152497,,,,,,,,61261,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,0,123377,,5500,,,,,5500,21337,1,0,1,0,5500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,117987,,5500,,,,,5500,21760,1,0,1,0,5500,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,56308,2995,3500,,7480,,,3500,3332,1,1,1,0,6495,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,First gen,1,0,127722,,5500,,,,,5500,25537,1,0,1,0,5500,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,218814,,,,,2500,,,33341,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,70688,,,,2250,3000,,,48973,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,240363,,,,,4000,,,102571,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,321179,,,,,7500,,,576581,1,0,0,0,,0,0,0,0,1,1,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,2500,1000,,0,0,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,48860,,,,2500,1000,2500,,25472,1,0,0,0,,0,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,278748,,,,,2500,,,150868,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,261860,,,,,2000,,,104295,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,104321,,,,5600,6750,,,10438,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,185812,,,,,,1000,,58660,1,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,77850,,,,1600,,,,11488,1,0,0,0,,0,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,134359,,,,,,1000,,31784,1,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,,,31478,0,0,0,0,0,,0,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,55155,1895,5500,,5580,1000,,15500,4427,1,1,1,0,7395,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,128656,,5500,,4000,4500,3450,5500,13398,1,0,1,0,5500,1,1,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,174844,,,,,7500,,,84227,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,124586,,,,,3500,,,37128,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,131161,,,,,,,,52890,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,203295,,5500,,,,1000,5500,61512,1,0,1,0,5500,1,1,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,193470,,5500,,,2500,1000,5500,50549,1,0,1,0,5500,1,1,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,127884,,5500,,,,,28886,27561,1,0,1,0,5500,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,146174,,,,,,5000,,28496,1,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,148775,,,,,,,,36019,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,150408,,,,,13500,4500,,45227,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,197258,,,,,3500,,,86476,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,196624,,,,,,3500,,51917,1,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,75751,,,,4600,7500,19610,,10969,1,0,0,0,,0,1,0,1,1,1,1
M,2. Small Rural,1. Rural/Small Rural,BIPOC,First gen,1,0,102316,,5500,,,,1500,5500,20226,1,0,1,0,5500,1,1,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,514309,,,,,250,,,290741,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,71167,,,,4600,,,,12706,1,0,0,0,,0,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,310286,,,,,3500,,,141209,1,0,0,0,,0,0,0,0,1,1,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,1,31493,3795,,,9000,2000,3000,,2514,1,1,0,0,3795,1,1,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,202462,,,,,,5000,,133605,1,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,352771,,,,,,,,178750,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,48000,4495,,,8280,,,,1831,1,1,0,0,4495,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,68779,,,,,2500,,,110217,1,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,189306,,,,,,3000,,83330,1,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,196440,,,,,5000,14845,,77450,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,72612,,9500,,,,,29620,16818,1,0,1,0,9500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,329259,,,,,,,,133308,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,143183,,,,,9500,1000,,113660,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,295137,,,,,3500,,,327599,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,154507,,,,,,,,51246,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,717410,,,,,1000,,,282693,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,199301,,5500,,,,,17000,47726,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,186281,,,,,,,,44786,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,135703,,,,,10500,,,71526,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,157421,,5500,,,,,5500,17629,1,0,1,0,5500,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,161940,,,,,,,,43141,1,0,0,0,,0,0,0,0,0,0,0
