Gender,Rural_or_not,BIPOC_or_not,FirstGen_or_not,Completed_FAFSA,Exp_FamilyContribution,Adjusted_GrossIncome,Got_FedGrants,Got_NeedBasedAid,Got_Any_Aid
M,0,0,0,1,21355.0,173353.0,0,0,0
M,1,0,1,1,12860.0,54643.0,0,1,1
M,0,1,1,1,4677.0,55479.0,1,1,1
M,0,0,0,1,24970.0,122019.0,0,0,1
M,0,0,0,1,185758.0,522808.0,0,0,1
F,1,0,0,1,14664.0,97573.0,0,1,1
M,1,0,0,1,6235.0,74073.0,0,0,1
M,0,0,0,1,6652.0,60557.0,0,1,1
F,0,0,1,1,29715.0,132178.0,0,0,1
F,0,0,0,1,15434.0,147082.0,0,1,1
M,0,0,0,1,86015.0,236125.0,0,0,1
F,0,1,0,1,303.0,51218.0,1,1,1
M,0,1,0,1,57831.0,205158.0,0,0,0
F,0,0,0,1,80523.0,235673.0,0,0,0
F,0,0,0,1,21764.0,87270.0,0,0,1
F,0,1,1,1,1825.0,43952.0,1,1,1
F,0,1,0,1,4273.0,70400.0,1,1,1
M,1,0,0,1,12554.0,86564.0,0,1,1
F,0,0,0,1,26915.0,197871.0,0,1,1
M,0,1,0,1,81603.0,245910.0,0,0,1
M,0,0,1,1,47309.0,175248.0,0,1,1
M,0,1,0,1,8542.0,95166.0,0,1,1
M,0,0,0,1,30363.0,135610.0,0,1,1
M,0,1,1,1,4368.0,52333.0,1,1,1
F,0,1,1,1,18202.0,103062.0,0,0,0
F,0,0,0,1,9113.0,95969.0,0,1,1
F,0,0,1,1,17772.0,88670.0,0,0,0
M,0,0,0,1,30066.0,177096.0,0,0,1
M,0,0,0,1,26048.0,88685.0,0,0,1
F,0,0,0,1,4067.0,54275.0,1,1,1
M,0,1,1,1,1561.0,39018.0,1,1,1
M,0,0,0,1,23783.0,112288.0,0,1,1
F,0,1,0,1,14130.0,80291.0,0,1,1
M,0,1,1,1,5033.0,63549.0,1,1,1
F,0,1,1,1,2331.0,62559.0,1,1,1
F,1,0,0,1,1365.0,43205.0,0,0,0
M,0,0,0,1,5116.0,24889.0,1,1,1
M,0,1,1,1,2185.0,37923.0,1,1,1
M,0,0,0,1,5.0,28052.0,1,1,1
F,0,1,0,1,1866.0,52470.0,1,1,1
F,0,0,0,1,27942.0,128634.0,0,1,1
M,0,0,0,1,25103.0,125021.0,0,1,1
M,0,0,0,1,25080.0,124659.0,0,0,1
M,0,0,0,1,122155.0,165976.0,0,0,1
F,0,0,0,1,4528.0,22829.0,1,1,1
M,0,1,1,1,331.0,28081.0,1,1,1
M,0,0,0,1,30624.0,228384.0,0,1,1
M,0,1,1,1,31395.0,119201.0,0,0,0
M,0,1,0,1,21196.0,102179.0,0,1,1
M,0,1,0,1,20.0,47617.0,1,1,1
M,0,0,0,1,30428.0,142937.0,0,1,1
F,0,0,0,1,13242.0,39098.0,0,1,1
M,0,0,0,1,46431.0,277224.0,0,0,0
F,0,0,0,1,39783.0,219169.0,0,0,1
M,0,0,1,1,2010.0,42246.0,1,1,1
M,0,1,0,1,2940.0,41330.0,1,1,1
F,0,1,1,1,14457.0,98314.0,1,1,1
F,0,0,0,1,11264.0,157574.0,0,0,1
M,0,1,1,1,216.0,45889.0,1,1,1
M,0,1,1,1,1078.0,42162.0,1,1,1
F,0,1,0,1,39300.0,159221.0,0,0,1
F,0,1,1,1,6910.0,53498.0,0,1,1
F,0,0,0,1,3683.0,40982.0,1,1,1
F,0,0,1,1,9100.0,70611.0,0,1,1
F,0,0,0,1,60337.0,210535.0,0,0,0
F,0,0,0,1,57386.0,194382.0,0,0,1
F,1,0,0,1,22695.0,71654.0,0,0,1
M,0,0,0,1,27238.0,178626.0,0,0,1
M,0,0,0,1,60816.0,101748.0,0,0,1
M,0,0,1,1,6913.0,63358.0,0,1,1
M,0,0,0,1,8414.0,63051.0,0,1,1
M,0,0,0,1,21710.0,158286.0,0,0,1
F,0,1,0,1,20.0,18727.0,1,1,1
M,0,1,1,1,71184.0,256157.0,0,0,1
M,0,0,0,1,20.0,14621.0,1,1,1
M,0,1,1,1,171540.0,254263.0,0,0,0
M,0,1,0,1,11648.0,48648.0,0,1,1
M,0,0,0,1,22813.0,96336.0,0,1,1
M,0,0,0,1,90433.0,245342.0,0,0,1
F,0,0,0,1,7466.0,89662.0,0,0,0
M,0,1,0,1,24315.0,175626.0,0,0,1
M,0,0,0,1,40976.0,157720.0,0,0,0
M,0,0,0,1,120789.0,400000.0,0,0,1
M,0,0,0,1,9091.0,76688.0,0,1,1
M,0,0,0,1,11426.0,112822.0,0,0,1
M,1,0,0,1,52444.0,131289.0,0,0,0
M,0,0,0,1,360.0,-19786.0,1,1,1
M,0,0,0,1,24607.0,54612.0,0,0,0
M,0,0,0,1,20.0,19621.0,1,1,1
M,1,0,0,1,11781.0,62952.0,0,1,1
F,0,1,0,1,2258.0,42558.0,1,1,1
M,0,0,1,1,10113.0,129521.0,0,1,1
F,0,0,1,1,25285.0,123386.0,0,0,1
M,0,1,1,1,9396.0,98720.0,0,1,1
F,0,1,0,1,770.0,35094.0,1,1,1
M,0,1,1,1,3611.0,58870.0,1,1,1
M,0,1,1,1,1186.0,43350.0,1,1,1
M,0,1,1,1,14091.0,77350.0,0,1,1
M,0,1,1,1,702.0,47666.0,1,1,1
F,0,1,1,1,30499.0,113260.0,0,0,1
M,0,0,0,1,235119.0,403231.0,0,0,1
M,0,0,0,1,1332.0,14901.0,1,1,1
M,0,1,1,1,17986.0,95789.0,0,0,0
M,0,0,0,1,37156.0,181071.0,0,0,1
M,0,0,0,1,9963.0,60112.0,0,1,1
M,0,0,0,1,124619.0,334397.0,0,0,0
F,0,0,1,1,15757.0,147927.0,0,1,1
F,0,0,0,1,61943.0,226000.0,0,0,1
M,0,0,0,1,25399.0,106265.0,0,0,0
F,0,0,0,1,148488.0,256114.0,0,0,1
M,0,0,0,1,105221.0,249492.0,0,0,0
F,0,0,1,1,20296.0,84191.0,0,1,1
M,0,0,0,1,43676.0,160894.0,0,0,0
M,0,0,0,1,57114.0,208869.0,0,0,1
F,0,0,0,1,27610.0,191225.0,0,0,1
M,0,0,0,1,11747.0,80394.0,0,1,1
F,0,0,0,1,39389.0,150222.0,0,0,1
F,0,0,1,1,61236.0,226915.0,0,0,1
M,0,0,1,1,22.0,-22726.0,1,1,1
F,0,0,0,1,17962.0,93106.0,0,1,1
F,0,1,1,1,1587.0,48579.0,1,1,1
F,0,0,0,1,51212.0,186081.0,0,0,1
M,0,0,0,1,7399.0,67638.0,0,0,1
M,0,0,0,1,98871.0,262285.0,0,0,1
M,0,0,0,1,33720.0,124671.0,0,0,1
M,0,1,0,1,4961.0,68981.0,1,1,1
F,0,0,0,1,225201.0,612031.0,0,0,1
M,0,1,1,1,3635.0,44192.0,1,1,1
M,0,0,0,1,335333.0,1246308.0,0,0,1
M,0,1,0,1,19601.0,90578.0,0,1,1
M,0,0,0,1,39469.0,158727.0,0,0,1
F,0,0,0,1,34263.0,59944.0,0,0,1
F,0,0,1,1,21493.0,88020.0,1,1,1
F,0,0,0,1,13495.0,136539.0,0,1,1
F,0,0,0,1,33015.0,189163.0,0,0,0
F,0,0,0,1,30294.0,141265.0,0,0,1
F,0,0,0,1,43.0,32232.0,1,1,1
F,0,0,0,1,118381.0,284766.0,0,0,0
F,0,1,0,1,6427.0,102162.0,0,1,1
F,0,0,1,1,3099.0,52856.0,1,1,1
F,0,1,1,1,22586.0,107750.0,0,1,1
M,0,1,1,1,4136.0,55002.0,1,1,1
F,0,0,1,1,6253.0,73484.0,0,1,1
M,0,1,0,1,134329.0,353285.0,0,0,1
F,0,0,0,1,5866.0,71621.0,0,1,1
F,1,1,0,1,23072.0,17109.0,0,1,1
F,0,0,1,1,7318.0,69554.0,0,1,1
M,0,0,0,1,89785.0,485189.0,0,0,1
M,0,1,0,1,16583.0,96801.0,0,0,0
M,0,1,0,1,12420.0,147979.0,0,1,1
M,0,0,0,1,196954.0,552576.0,0,0,1
M,0,0,0,1,2981.0,0.0,1,1,1
F,0,0,0,1,9304.0,46862.0,0,1,1
M,0,1,1,1,4951.0,81136.0,1,1,1
F,0,0,0,1,27673.0,100506.0,0,0,1
M,1,0,0,1,17166.0,53022.0,0,0,1
F,0,0,0,1,40378.0,152588.0,0,0,1
F,0,0,1,1,66049.0,373479.0,0,0,1
F,0,0,1,1,7507.0,61353.0,0,1,1
F,0,0,1,1,21773.0,127813.0,0,1,1
M,0,0,0,1,39107.0,261177.0,0,0,0
M,0,0,0,1,34762.0,196174.0,0,0,1
M,1,0,1,1,917.0,59478.0,1,1,1
F,0,0,0,1,167301.0,243665.0,0,0,0
F,0,1,0,1,33517.0,131413.0,0,0,1
M,0,1,0,1,24521.0,106666.0,0,0,1
M,0,1,1,1,273.0,0.0,1,1,1
M,0,0,0,1,269770.0,296521.0,0,0,1
F,0,1,1,1,13659.0,89980.0,0,1,1
F,0,1,0,1,15363.0,126143.0,0,1,1
M,0,0,0,1,2389.0,45452.0,1,1,1
M,0,0,0,1,138486.0,209298.0,0,0,0
F,0,0,0,1,71406.0,167087.0,0,0,1
F,1,0,0,1,8282.0,63117.0,0,1,1
F,0,0,0,1,75759.0,203754.0,0,0,1
M,0,1,0,1,64763.0,162340.0,0,0,1
F,0,1,0,1,91482.0,201984.0,0,0,1
F,0,0,0,1,124143.0,189855.0,0,0,1
M,0,0,0,1,7157.0,77742.0,0,1,1
M,0,0,0,1,83107.0,262751.0,0,0,0
M,0,0,0,1,125251.0,266961.0,0,0,1
M,0,0,0,1,2748.0,79938.0,1,1,1
M,0,1,0,1,24287.0,119786.0,0,1,1
F,0,1,0,1,46647.0,169272.0,0,0,1
M,0,1,1,1,1441.0,58824.0,1,1,1
M,0,1,0,1,85486.0,285473.0,0,1,1
M,0,1,0,1,21880.0,95155.0,0,1,1
M,0,1,1,1,7243.0,67056.0,0,0,0
F,1,1,0,1,358.0,32852.0,1,1,1
M,0,1,1,1,1197.0,59261.0,1,1,1
M,0,0,0,1,6784.0,63602.0,0,1,1
F,0,0,0,1,6810.0,75332.0,0,1,1
F,0,1,0,1,22316.0,182300.0,0,1,1
M,0,0,0,1,74808.0,241398.0,0,0,1
M,0,0,0,1,48756.0,152383.0,0,0,1
M,0,0,0,1,24611.0,151724.0,0,1,1
F,1,1,1,1,52735.0,110054.0,0,0,0
F,0,1,1,1,2751.0,57997.0,1,1,1
F,0,1,1,1,307.0,26931.0,1,1,1
F,0,0,0,1,8555.0,50106.0,0,0,0
M,0,0,1,1,4241.0,22775.0,1,1,1
F,1,1,1,1,9057.0,76131.0,0,1,1
F,0,0,1,1,2054.0,43289.0,1,1,1
M,0,0,0,1,49821.0,168877.0,0,0,1
F,0,1,0,1,55048.0,143218.0,0,0,1
M,0,0,1,1,1115.0,32339.0,1,1,1
F,0,0,1,1,2468.0,40497.0,1,1,1
M,0,1,0,1,96915.0,156781.0,0,0,1
F,0,1,1,1,10967.0,117682.0,0,1,1
M,0,0,0,1,39826.0,158901.0,0,0,0
F,1,0,0,1,8553.0,56065.0,0,1,1
M,0,0,0,1,20009.0,32482.0,0,0,0
M,0,1,0,1,13564.0,135837.0,0,1,1
M,0,1,1,1,2262.0,47276.0,1,1,1
F,0,1,1,1,800.0,42930.0,1,1,1
F,0,1,0,1,28.0,48375.0,1,1,1
F,0,0,0,1,26921.0,133205.0,0,0,1
F,0,0,1,1,7120.0,71121.0,0,1,1
F,0,1,1,1,1789.0,58653.0,1,1,1
M,0,0,0,1,25362.0,208582.0,0,1,1
F,0,1,0,1,38238.0,140933.0,0,0,1
M,0,0,1,1,23521.0,176966.0,0,0,1
F,0,1,0,1,5905.0,34689.0,0,1,1
M,1,1,1,1,22739.0,113609.0,0,0,1
F,0,0,0,1,4423.0,54965.0,1,1,1
F,1,0,0,1,1770.0,34668.0,1,1,1
M,0,0,0,1,39108.0,168458.0,0,0,1
M,0,0,0,1,21491.0,177795.0,0,1,1
F,0,0,0,1,311363.0,410915.0,0,0,1
M,0,0,0,1,3926.0,21270.0,1,1,1
F,0,1,0,1,136965.0,277992.0,0,0,1
M,0,1,0,1,247578.0,818708.0,0,0,1
M,0,1,1,1,4499.0,61021.0,1,1,1
M,0,1,0,1,61083.0,190217.0,0,0,1
M,0,0,1,1,13996.0,93183.0,0,1,1
F,0,1,0,1,44527.0,178456.0,0,0,1
F,0,0,0,1,109994.0,196343.0,0,0,0
F,0,1,1,1,29989.0,138100.0,1,1,1
M,0,0,0,1,24713.0,119447.0,0,0,0
F,0,0,0,1,40476.0,144398.0,0,0,1
F,0,0,0,1,59533.0,216566.0,0,0,1
F,0,0,0,1,28269.0,100734.0,0,1,1
F,0,1,0,1,33608.0,226082.0,0,0,1
M,0,0,0,1,2866.0,39509.0,1,1,1
M,0,0,1,1,18701.0,97630.0,0,1,1
M,0,1,1,1,3944.0,45770.0,1,1,1
F,0,1,1,1,41738.0,120663.0,0,0,0
M,0,1,1,1,9573.0,75682.0,0,1,1
M,0,1,1,1,5947.0,69609.0,0,1,1
M,0,1,0,1,38295.0,156216.0,0,0,0
M,0,0,1,1,30798.0,122278.0,0,0,1
F,1,0,0,1,7504.0,65609.0,0,1,1
M,0,1,1,1,6650.0,68053.0,0,1,1
F,1,1,0,1,27117.0,139163.0,0,1,1
M,0,1,1,1,10040.0,85806.0,0,1,1
M,0,1,0,1,43926.0,162903.0,0,0,1
M,0,1,0,1,3243.0,39591.0,1,1,1
M,0,1,0,1,2455.0,47111.0,1,1,1
F,0,0,1,1,13244.0,55366.0,0,0,0
M,0,0,0,1,34079.0,123188.0,0,0,1
M,0,0,0,1,25794.0,140099.0,0,0,1
F,0,1,1,1,8839.0,63189.0,0,1,1
M,0,0,0,1,1883.0,52703.0,0,0,0
F,0,1,1,1,6.0,19319.0,1,1,1
F,0,0,0,1,8960.0,73427.0,0,1,1
M,1,0,1,1,213.0,44682.0,1,1,1
F,0,1,0,1,4463.0,54714.0,1,1,1
M,0,0,0,1,46490.0,141784.0,0,0,0
F,0,1,1,1,2464.0,29385.0,1,1,1
F,0,0,0,1,8864.0,98652.0,0,1,1
M,0,0,1,1,5051.0,64857.0,1,1,1
F,0,1,0,1,52964.0,123343.0,0,0,1
M,0,0,0,1,50633.0,171961.0,0,0,1
F,0,1,1,1,4762.0,62895.0,1,1,1
F,0,0,0,1,102930.0,519809.0,0,0,1
F,0,1,1,1,29888.0,144157.0,0,0,1
M,0,1,0,1,6767.0,94349.0,0,1,1
F,0,0,0,1,20514.0,131288.0,0,1,1
M,0,1,1,1,12608.0,81660.0,0,1,1
F,0,1,0,1,251047.0,632331.0,0,0,0
F,0,0,0,1,210660.0,386592.0,0,0,1
M,1,1,0,1,15492.0,101314.0,0,1,1
F,0,1,1,1,4658.0,75275.0,1,1,1
F,0,1,1,1,5174.0,46225.0,1,1,1
F,0,0,0,1,23878.0,115804.0,0,1,1
M,0,1,0,1,2938.0,80470.0,1,1,1
F,0,1,1,1,2954.0,69545.0,1,1,1
M,0,0,0,1,34466.0,153694.0,0,0,1
M,0,0,0,1,8853.0,80449.0,0,1,1
M,0,1,0,1,35780.0,120565.0,0,0,1
M,0,0,0,1,79514.0,269771.0,0,0,0
F,0,1,0,1,16735.0,99188.0,0,0,1
F,0,0,0,1,183.0,27077.0,1,1,1
F,0,0,0,1,15895.0,101007.0,0,1,1
F,0,1,1,1,38.0,42585.0,1,1,1
F,0,0,0,1,41679.0,179300.0,0,0,0
M,0,1,0,1,61794.0,201762.0,0,0,1
M,0,0,1,1,51977.0,175684.0,0,0,0
M,0,0,0,1,2060.0,55074.0,1,1,1
F,0,1,1,1,25326.0,146089.0,0,1,1
M,0,0,0,1,4531.0,72667.0,1,1,1
F,0,1,0,1,18791.0,102255.0,0,1,1
F,0,0,0,1,9791.0,72832.0,0,1,1
M,0,1,0,1,6613.0,74926.0,0,1,1
F,0,0,0,1,4403.0,67025.0,1,1,1
F,0,0,0,1,62269.0,202100.0,0,0,1
F,0,1,1,1,4973.0,64363.0,1,1,1
F,0,1,0,1,124709.0,191454.0,0,0,1
F,0,1,1,1,3347.0,62220.0,1,1,1
M,0,0,0,1,16185.0,101487.0,0,0,1
M,0,1,0,1,25654.0,130118.0,0,0,1
F,0,0,0,1,31482.0,228384.0,0,0,1
M,0,0,1,1,27.0,49802.0,1,1,1
F,1,1,0,1,5832.0,46636.0,0,1,1
M,0,0,0,1,22313.0,107880.0,0,0,1
M,0,0,0,1,42899.0,176907.0,0,0,0
F,0,0,1,1,3958.0,63500.0,1,1,1
F,0,0,0,1,69343.0,153506.0,0,0,0
F,0,0,0,1,63914.0,259400.0,0,0,1
F,0,1,0,1,24291.0,110565.0,0,0,1
F,0,1,1,1,8670.0,100712.0,0,1,1
M,0,1,0,1,47430.0,409882.0,0,0,1
M,0,1,1,1,23315.0,99284.0,0,1,1
M,0,0,0,1,272947.0,168015.0,0,0,1
M,0,0,0,1,20714.0,99385.0,0,1,1
M,0,0,0,1,47486.0,141650.0,0,0,1
F,0,1,0,1,46154.0,170567.0,0,0,1
F,0,0,0,1,29467.0,181797.0,0,1,1
M,1,1,0,1,79247.0,260641.0,0,0,1
F,0,0,0,1,29467.0,181797.0,0,0,1
F,1,0,0,1,14955.0,98867.0,0,1,1
F,0,1,1,1,21732.0,137914.0,0,1,1
F,0,1,0,1,8620.0,70778.0,0,1,1
F,0,1,0,1,18730.0,65603.0,0,1,1
M,0,1,0,1,1118.0,42555.0,1,1,1
F,0,1,0,1,40404.0,50378.0,0,0,1
F,1,0,0,1,22479.0,103987.0,0,1,1
M,0,1,0,1,17054.0,122117.0,0,1,1
M,0,0,1,1,14332.0,66473.0,0,1,1
F,0,0,1,1,5966.0,40779.0,0,1,1
M,0,0,0,1,107215.0,201046.0,0,0,0
M,0,1,0,1,82308.0,275123.0,0,0,1
F,0,1,0,1,49435.0,177628.0,0,0,1
F,0,0,0,1,4812.0,46677.0,1,1,1
F,0,1,0,1,7028.0,52640.0,0,1,1
F,0,0,0,1,14299.0,83570.0,0,1,1
F,0,0,0,1,197793.0,325958.0,0,0,1
F,0,1,0,1,102242.0,268525.0,0,0,0
F,0,1,0,1,29272.0,132937.0,0,0,0
F,1,0,0,1,25154.0,118769.0,0,0,1
M,0,1,0,1,59923.0,194064.0,0,0,1
M,0,1,0,1,16138.0,87768.0,0,1,1
F,0,1,0,1,3353.0,60000.0,1,1,1
F,0,0,0,1,32072.0,129610.0,0,0,1
F,0,1,0,1,117496.0,506908.0,0,0,0
F,0,0,0,1,1298.0,59904.0,0,0,1
F,0,1,1,1,2548.0,67871.0,1,1,1
M,0,1,1,1,35005.0,151089.0,0,0,1
F,0,0,0,1,39919.0,171063.0,0,0,1
M,0,0,0,1,48183.0,185043.0,0,0,1
M,0,0,0,1,26102.0,194443.0,0,0,1
F,0,1,1,1,6113.0,86093.0,0,1,1
F,0,0,1,1,8181.0,70588.0,0,1,1
M,0,1,0,1,67498.0,226303.0,0,0,0
M,0,0,1,1,36969.0,147826.0,0,0,1
M,0,1,1,1,5626.0,64369.0,1,1,1
M,0,0,1,1,6206.0,60219.0,0,0,1
F,0,0,0,1,68740.0,210326.0,0,0,1
M,0,1,1,1,36224.0,151041.0,0,0,1
M,0,1,0,1,10099.0,72888.0,0,1,1
F,0,1,1,1,3811.0,47939.0,1,1,1
M,0,0,0,1,11079.0,0.0,0,1,1
F,0,1,1,1,7333.0,57130.0,0,1,1
M,0,0,0,1,47426.0,126866.0,0,0,1
M,1,0,0,1,60897.0,166141.0,0,0,1
F,0,1,1,1,6368.0,64614.0,0,0,1
M,0,0,0,1,53856.0,148885.0,0,0,1
F,0,0,0,1,6037.0,72270.0,0,1,1
M,0,1,1,1,4386.0,62433.0,1,1,1
M,0,0,0,1,21552.0,84112.0,0,0,0
M,0,0,0,1,76944.0,243344.0,0,0,1
M,0,1,0,1,7981.0,79342.0,0,1,1
M,0,0,0,1,75848.0,342840.0,0,0,1
F,0,0,0,1,17735.0,75958.0,0,1,1
M,0,0,0,1,5787.0,81633.0,0,1,1
M,0,0,0,1,27861.0,151792.0,0,1,1
M,0,0,0,1,26726.0,205964.0,0,1,1
M,0,0,0,1,22759.0,141355.0,0,0,1
F,0,0,0,1,32950.0,135934.0,0,0,0
F,0,1,1,1,3985.0,64898.0,1,1,1
M,0,1,1,1,1695.0,36000.0,1,1,1
F,0,1,1,1,25020.0,126271.0,0,1,1
M,0,0,0,1,999999.0,1412907.0,0,0,1
F,0,0,0,1,82065.0,260117.0,0,0,0
M,0,0,0,1,5450.0,87083.0,1,1,1
M,0,0,0,1,307435.0,1677550.0,0,0,1
M,0,1,0,1,11832.0,158982.0,0,1,1
F,1,1,1,1,15684.0,94006.0,0,0,1
M,0,1,0,1,4940.0,61143.0,1,1,1
F,0,1,0,1,10569.0,95055.0,0,1,1
F,0,0,0,1,28563.0,173519.0,0,0,1
M,0,1,0,1,968.0,39115.0,1,1,1
M,0,0,0,1,290880.0,619546.0,0,0,0
M,0,1,1,1,3580.0,74074.0,1,1,1
M,0,0,0,1,15992.0,124706.0,0,1,1
F,0,0,1,1,5461.0,58107.0,1,1,1
M,0,0,0,1,11681.0,79728.0,0,1,1
M,0,0,0,1,13112.0,90440.0,0,1,1
F,0,1,0,1,10165.0,100095.0,0,1,1
M,0,0,0,1,54569.0,126553.0,0,0,1
M,0,0,0,1,56838.0,152175.0,0,0,1
M,0,1,1,1,823.0,42031.0,1,1,1
M,0,0,1,1,32445.0,151911.0,0,0,1
M,0,0,0,1,107413.0,227335.0,0,0,1
F,0,1,0,1,71494.0,324325.0,0,0,1
F,0,1,0,1,373.0,35565.0,1,1,1
F,0,0,0,1,18359.0,133853.0,0,0,0
M,0,0,0,1,203352.0,177172.0,0,0,1
M,0,1,0,1,36730.0,228789.0,0,0,1
M,0,1,0,1,24788.0,94808.0,0,1,1
F,0,0,0,1,69052.0,163575.0,0,0,1
M,0,0,0,1,7281.0,37620.0,0,1,1
M,0,0,0,1,68460.0,305621.0,0,0,0
F,0,0,0,1,37031.0,134409.0,0,0,0
F,0,0,0,1,15080.0,96406.0,0,1,1
M,0,0,0,1,58317.0,205902.0,0,0,1
M,0,1,0,1,16779.0,131835.0,0,1,1
M,0,0,0,1,35991.0,185300.0,0,0,1
F,0,1,1,1,14821.0,92949.0,0,1,1
M,0,0,0,1,14505.0,121102.0,0,1,1
F,0,1,0,1,83379.0,181013.0,0,0,0
M,0,1,0,1,22015.0,102470.0,0,0,1
F,0,1,0,1,2965.0,65003.0,1,1,1
M,0,0,0,1,53334.0,85336.0,0,0,1
F,0,0,0,1,39130.0,167365.0,0,0,1
F,0,1,1,1,24224.0,109400.0,0,1,1
F,0,0,0,1,38116.0,120554.0,0,0,1
M,0,0,0,1,2203.0,44945.0,0,1,1
F,0,0,0,1,35613.0,80887.0,0,0,0
F,0,0,0,1,3284.0,67528.0,1,1,1
M,0,1,1,1,6884.0,74823.0,0,1,1
F,0,1,1,1,865.0,35404.0,0,0,0
F,0,0,0,1,13344.0,98773.0,0,0,0
M,0,0,1,1,31630.0,79119.0,0,0,1
F,0,1,0,1,66158.0,149425.0,0,0,1
M,0,0,0,1,80900.0,152617.0,0,0,0
F,0,0,0,1,15063.0,87836.0,1,1,1
M,0,1,0,1,45120.0,112832.0,0,0,1
F,0,0,0,1,113423.0,212127.0,0,0,1
F,0,1,1,1,35287.0,155088.0,0,0,1
F,0,1,0,1,36310.0,212611.0,0,0,1
M,0,0,1,1,5027.0,57301.0,1,1,1
F,0,0,0,1,530537.0,346503.0,0,0,1
M,0,1,0,1,33808.0,152278.0,0,0,0
M,0,1,0,1,18633.0,152278.0,0,0,0
F,0,0,0,1,23639.0,173965.0,0,1,1
F,0,1,0,1,22876.0,248221.0,0,1,1
F,0,1,0,1,118574.0,469129.0,0,0,0
F,0,0,0,1,33045.0,301239.0,0,0,1
M,0,1,0,1,132745.0,371005.0,0,0,1
M,0,0,0,1,3795.0,70026.0,1,1,1
F,0,1,0,1,6759.0,65038.0,0,1,1
M,0,0,0,1,96175.0,316347.0,0,0,1
M,0,0,0,1,50748.0,131291.0,0,0,1
M,0,1,0,1,117508.0,250686.0,0,0,0
F,0,0,0,1,32322.0,86843.0,0,0,0
F,0,0,0,1,64954.0,333248.0,0,0,1
M,0,0,1,1,450.0,35128.0,1,1,1
M,0,1,0,1,36181.0,155391.0,0,0,1
F,0,0,0,1,8798.0,39539.0,0,1,1
F,0,1,0,1,60888.0,194974.0,0,0,1
M,0,0,0,1,117758.0,162023.0,0,0,1
M,0,0,0,1,17028.0,94770.0,0,1,1
F,0,0,1,1,24837.0,124238.0,0,0,0
M,0,0,1,1,23134.0,114114.0,0,1,1
M,0,0,0,1,9546.0,110104.0,0,1,1
F,0,0,1,1,9136.0,76389.0,0,1,1
M,0,0,0,1,74126.0,270024.0,0,0,0
M,0,1,1,1,11559.0,85164.0,0,1,1
F,0,1,0,1,10714.0,79638.0,0,1,1
F,0,1,0,1,36146.0,150404.0,0,0,1
M,0,1,0,1,117633.0,395190.0,0,0,1
F,0,0,0,1,2542.0,30526.0,1,1,1
M,0,1,1,1,43382.0,58567.0,0,0,1
F,0,1,1,1,1341.0,59331.0,1,1,1
M,0,0,1,1,4355.0,42880.0,1,1,1
F,0,0,0,1,85673.0,290549.0,0,0,1
M,0,0,0,1,11218.0,115413.0,0,1,1
M,1,1,0,1,604.0,-8530.0,1,1,1
M,0,0,0,1,9303.0,62013.0,0,1,1
F,0,0,0,1,87344.0,135213.0,0,0,1
M,0,0,0,1,14900.0,215957.0,0,1,1
M,0,0,0,1,31666.0,246833.0,0,0,1
F,0,0,0,1,19012.0,112150.0,0,1,1
F,0,1,1,1,1312.0,40914.0,1,1,1
M,0,0,1,1,13146.0,133346.0,0,1,1
F,0,1,1,1,7372.0,60050.0,0,1,1
M,0,1,1,1,13321.0,72580.0,0,1,1
M,0,1,0,1,8713.0,112383.0,0,1,1
F,0,0,0,1,8863.0,92047.0,0,1,1
F,0,1,0,1,19999.0,103487.0,0,0,1
M,0,1,0,1,9332.0,94247.0,0,1,1
M,0,0,0,1,103504.0,281093.0,0,0,0
F,0,1,1,1,629.0,42221.0,1,1,1
F,0,1,1,1,18161.0,93689.0,0,1,1
M,1,1,1,1,200.0,30652.0,1,1,1
M,1,1,1,1,7277.0,84019.0,0,1,1
M,0,1,1,1,2703.0,68860.0,1,1,1
M,0,0,1,1,5100.0,16507.0,1,1,1
F,0,1,1,1,1697.0,46670.0,1,1,1
F,0,1,0,1,126158.0,378681.0,0,0,1
F,0,1,0,1,14471.0,86927.0,0,1,1
M,0,0,0,1,40.0,157167.0,1,1,1
F,0,1,0,1,203242.0,349051.0,0,0,1
F,0,1,1,1,1553.0,60473.0,1,1,1
F,0,1,0,1,133186.0,183648.0,0,0,1
M,0,1,0,1,50333.0,174444.0,0,0,0
M,0,0,1,1,24037.0,108231.0,0,0,1
F,0,1,0,1,2932.0,43274.0,1,1,1
M,0,0,0,1,37724.0,135727.0,0,0,1
F,0,1,1,1,120.0,59390.0,0,0,0
M,0,0,0,1,36666.0,97127.0,0,0,1
F,0,0,0,1,1855.0,36888.0,1,1,1
F,0,1,1,1,33829.0,137364.0,0,0,0
F,0,0,1,1,4556.0,69998.0,1,1,1
M,0,1,1,1,20928.0,114617.0,0,1,1
M,1,0,0,1,79204.0,101209.0,0,0,0
M,0,0,0,1,29332.0,204238.0,0,0,0
F,0,1,0,1,46617.0,164217.0,0,0,1
F,0,1,0,1,609264.0,1275439.0,0,0,1
F,0,0,0,1,90996.0,280226.0,0,0,1
M,0,0,0,1,173136.0,418063.0,0,0,1
F,0,1,1,1,2982.0,51167.0,1,1,1
F,0,0,1,1,248.0,18601.0,1,1,1
F,0,1,0,1,28676.0,71734.0,0,1,1
