Gender,Rural_or_not,BIPOC_or_not,FirstGen_or_not,Completed_FAFSA,Exp_FamilyContribution,Adjusted_GrossIncome,Got_FedGrants,Got_NeedBasedAid,Got_Any_Aid
M,1,0,1,1,3109.0,68271.0,1,1,1
M,0,0,1,1,6397.0,60198.0,0,1,1
M,0,1,0,1,24820.0,133435.0,0,1,1
M,0,1,1,1,13247.0,86879.0,0,1,1
M,0,0,0,1,22999.0,98858.0,0,1,1
F,0,0,0,1,5139.0,46688.0,1,1,1
F,0,0,0,1,6840.0,81352.0,0,1,1
F,0,0,0,1,36520.0,186048.0,0,0,0
F,0,0,0,1,12508.0,40618.0,0,1,1
F,0,0,0,1,23601.0,118012.0,0,0,1
F,0,0,0,1,7978.0,76573.0,0,1,1
M,1,0,1,1,1530.0,41735.0,1,1,1
M,0,1,0,1,11079.0,76183.0,0,1,1
F,0,0,0,1,72685.0,220203.0,0,0,1
F,0,0,0,1,8708.0,75127.0,0,1,1
F,0,1,0,1,18398.0,157934.0,0,1,1
M,0,1,0,1,4974.0,94570.0,1,1,1
F,0,0,0,1,19995.0,84898.0,0,0,0
M,0,1,1,1,5914.0,72913.0,0,1,1
M,0,1,1,1,1585.0,43344.0,1,1,1
M,0,0,0,1,125734.0,205872.0,0,0,1
M,1,0,0,1,47488.0,192947.0,0,0,1
F,0,1,0,1,2866.0,36873.0,1,1,1
F,0,0,0,1,47340.0,182179.0,0,0,1
M,0,0,0,1,31980.0,159657.0,0,0,0
F,0,1,0,1,23485.0,110136.0,0,0,1
F,0,0,0,1,4527.0,54594.0,1,1,1
M,0,0,1,1,45387.0,169272.0,0,0,1
M,0,0,0,1,120277.0,472135.0,0,0,0
F,0,0,0,1,31658.0,136370.0,0,0,1
M,0,1,0,1,27930.0,133626.0,0,0,0
F,0,0,0,1,17410.0,146502.0,0,1,1
M,0,1,0,1,74845.0,152536.0,0,0,1
F,0,1,0,1,1319.0,44955.0,1,1,1
F,0,0,0,1,102296.0,290475.0,0,0,1
F,0,0,0,1,46711.0,187797.0,0,0,1
M,0,0,0,1,61552.0,194835.0,0,0,1
F,0,0,0,1,3457.0,88117.0,1,1,1
F,0,1,0,1,411339.0,361532.0,0,0,1
F,0,1,1,1,4423.0,11914.0,1,1,1
F,0,0,0,1,45097.0,317520.0,0,0,1
M,0,0,0,1,2770.0,62672.0,1,1,1
M,0,0,0,1,20.0,24464.0,1,1,1
F,0,0,0,1,110399.0,320582.0,0,0,1
F,0,0,0,1,20469.0,156587.0,0,1,1
M,0,0,0,1,47538.0,198218.0,0,0,1
F,0,0,0,1,55636.0,135782.0,0,0,1
F,0,0,0,1,11875.0,96198.0,0,1,1
M,1,0,0,1,4432.0,29096.0,1,1,1
M,0,0,0,1,46965.0,303802.0,0,0,1
M,0,0,0,1,9217.0,90015.0,0,1,1
M,0,0,0,1,33439.0,129060.0,0,0,1
M,0,1,0,1,40217.0,124949.0,0,0,1
F,0,1,1,1,21456.0,83083.0,0,1,1
F,0,1,0,1,146137.0,436004.0,0,0,1
F,0,0,0,1,34819.0,249359.0,0,0,1
F,0,0,0,1,220601.0,406041.0,0,0,1
M,0,1,0,1,14665.0,130380.0,0,0,1
F,0,0,0,1,22850.0,178435.0,0,1,1
F,0,0,0,1,12075.0,63357.0,0,1,1
M,0,0,0,1,2432.0,89134.0,1,1,1
F,0,1,0,1,6745.0,82320.0,0,1,1
F,1,1,0,1,27090.0,201780.0,0,0,1
F,0,0,0,1,28191.0,229654.0,0,0,0
F,0,0,0,1,4838.0,47737.0,1,1,1
M,0,1,0,1,8466.0,108112.0,0,1,1
M,0,1,0,1,47126.0,268539.0,0,0,1
M,0,1,0,1,81374.0,202021.0,0,0,1
M,0,0,0,1,22878.0,93371.0,0,1,1
F,0,0,0,1,27191.0,189877.0,0,1,1
F,0,0,0,1,20724.0,104187.0,0,1,1
M,1,1,0,1,265908.0,659756.0,0,0,1
M,0,0,0,1,2348.0,49317.0,1,1,1
F,0,1,0,1,13141.0,124820.0,0,1,1
F,0,1,1,1,641.0,31279.0,1,1,1
F,0,1,1,1,23625.0,98782.0,0,1,1
F,1,0,0,1,36796.0,53007.0,0,0,1
F,0,0,0,1,123971.0,253352.0,0,0,1
M,0,0,0,1,200.0,-309562.0,1,1,1
F,0,0,1,1,43048.0,169091.0,0,0,1
F,0,1,0,1,36138.0,162432.0,0,0,1
M,0,0,0,1,16198.0,43367.0,0,1,1
F,0,1,0,1,26940.0,119762.0,0,0,0
F,0,1,0,1,4068.0,57853.0,1,1,1
M,0,0,0,1,46281.0,128996.0,0,0,1
F,0,0,0,1,31442.0,118601.0,0,0,1
F,0,0,0,1,33729.0,139403.0,0,0,0
F,0,0,0,1,10001.0,103068.0,0,1,1
M,0,1,1,1,70920.0,182803.0,0,0,1
M,0,0,0,1,66538.0,242064.0,0,0,1
M,0,1,1,1,2376.0,52874.0,1,1,1
F,0,1,0,1,22434.0,128147.0,0,1,1
F,1,0,0,1,4850.0,41999.0,1,1,1
M,0,0,0,1,18140.0,112183.0,0,1,1
F,0,0,0,1,10550.0,82024.0,0,1,1
F,0,0,0,1,3944.0,64147.0,1,1,1
F,0,0,0,1,25305.0,105819.0,0,0,1
M,0,1,0,1,23398.0,114959.0,0,1,1
M,0,0,0,1,30035.0,77780.0,0,0,0
M,0,0,0,1,63340.0,189943.0,0,0,1
F,0,0,1,1,2108.0,60536.0,1,1,1
M,0,0,0,1,42799.0,134667.0,0,0,1
M,1,0,0,1,39814.0,152814.0,0,0,1
F,0,0,0,1,41184.0,144873.0,0,0,1
M,0,0,0,1,2690.0,40070.0,1,1,1
M,0,0,0,1,147957.0,423744.0,0,0,1
M,0,0,0,1,81825.0,141050.0,0,0,1
F,1,1,1,1,24465.0,116464.0,0,0,0
F,0,1,1,1,1568.0,61096.0,1,1,1
F,0,0,0,1,15029.0,106416.0,0,0,1
F,0,0,0,1,24206.0,155822.0,0,1,1
F,0,0,0,1,26422.0,122390.0,0,1,1
F,0,1,0,1,25266.0,187027.0,0,0,1
F,0,0,0,1,43192.0,202596.0,0,0,1
M,0,0,0,1,8706.0,63449.0,0,1,1
F,0,0,1,1,17306.0,95823.0,0,1,1
F,0,0,0,1,363667.0,548087.0,0,0,1
M,0,0,0,1,42493.0,160688.0,0,0,0
F,0,0,0,1,2045.0,43462.0,1,1,1
M,0,0,0,1,29277.0,186494.0,0,0,1
M,0,0,0,1,77166.0,227536.0,0,0,1
F,0,0,0,1,172332.0,531922.0,0,0,1
M,0,0,0,1,24700.0,113896.0,0,0,0
M,0,0,1,1,5253.0,64274.0,1,1,1
F,0,1,0,1,23694.0,163666.0,0,1,1
F,0,0,0,1,31322.0,172828.0,0,0,1
M,0,1,0,1,6312.0,58318.0,0,1,1
M,0,0,0,1,44222.0,302271.0,0,0,1
M,0,0,0,1,76291.0,378893.0,0,0,0
M,0,1,0,1,28297.0,135789.0,0,0,1
M,0,0,0,1,7337.0,58374.0,0,1,1
F,0,0,0,1,31136.0,119499.0,0,0,1
M,0,0,0,1,33587.0,148865.0,0,0,1
F,0,0,1,1,1067.0,52193.0,1,1,1
F,0,0,0,1,20711.0,96722.0,0,1,1
F,1,0,0,1,20825.0,156919.0,0,1,1
M,0,0,1,1,24145.0,185032.0,0,1,1
M,1,0,1,1,3894.0,47092.0,1,1,1
F,0,1,0,1,56084.0,140480.0,0,0,1
F,0,0,0,1,67158.0,350803.0,0,0,0
M,0,1,1,1,7926.0,52492.0,0,1,1
F,0,0,0,1,69633.0,354993.0,0,0,1
F,0,0,0,1,39270.0,215848.0,0,0,0
M,0,1,0,1,38768.0,157283.0,0,0,1
F,0,1,0,1,1.0,21516.0,1,1,1
M,0,0,0,1,1562.0,42997.0,1,1,1
F,0,1,0,1,111811.0,276118.0,0,0,1
F,0,0,0,1,63073.0,114856.0,0,0,0
F,0,0,1,1,47882.0,174388.0,0,0,1
M,0,0,0,1,45754.0,126800.0,0,0,0
F,1,0,0,1,3370.0,49505.0,1,1,1
M,0,1,0,1,72067.0,232010.0,0,0,1
F,0,0,0,1,26920.0,146915.0,0,0,1
F,0,0,0,1,67019.0,245032.0,0,0,1
M,0,0,0,1,29176.0,190439.0,0,0,1
F,0,0,0,1,164513.0,307759.0,0,0,1
M,0,0,0,1,21486.0,78472.0,0,1,1
F,0,1,1,1,34218.0,190451.0,0,0,0
M,0,0,0,1,59932.0,220532.0,0,0,1
F,1,1,0,1,11515.0,80599.0,0,1,1
M,0,0,0,1,25809.0,98468.0,0,0,0
F,1,0,0,1,51963.0,163599.0,0,1,1
F,0,1,0,1,68487.0,112258.0,0,0,0
M,0,0,0,1,34521.0,180000.0,0,0,1
M,0,0,0,1,38965.0,128589.0,0,0,0
F,0,1,0,1,81205.0,193388.0,0,0,1
F,0,1,1,1,880.0,53390.0,1,1,1
F,0,0,0,1,229808.0,673524.0,0,0,1
M,0,1,1,1,7120.0,75192.0,0,1,1
M,0,0,0,1,10093.0,87487.0,0,1,1
F,0,0,0,1,24362.0,101663.0,0,0,0
F,0,0,0,1,59733.0,121859.0,0,0,1
M,0,1,0,1,60.0,17471.0,1,1,1
F,0,1,1,1,22685.0,29075.0,0,0,0
F,0,0,0,1,20493.0,92163.0,0,1,1
F,0,0,1,1,1612.0,45731.0,1,1,1
M,1,0,0,1,2360.0,69535.0,1,1,1
F,0,0,0,1,86523.0,187277.0,0,0,1
F,0,1,0,1,28221.0,130000.0,0,0,0
F,0,1,1,1,6027.0,81484.0,0,1,1
M,0,0,0,1,88344.0,291476.0,0,0,1
F,0,0,0,1,640.0,39536.0,1,1,1
F,0,1,1,1,22924.0,108991.0,0,0,0
F,0,0,0,1,2144.0,41326.0,1,1,1
F,0,0,0,1,2898.0,78002.0,0,0,0
F,0,0,0,1,106996.0,235503.0,0,0,1
F,0,0,0,1,56835.0,256770.0,0,0,1
M,0,0,1,1,11546.0,80305.0,0,1,1
M,0,0,0,1,62051.0,208340.0,0,0,0
F,0,1,0,1,3625.0,44766.0,0,0,0
F,0,0,0,1,45408.0,172146.0,0,0,1
M,0,0,1,1,4771.0,63404.0,1,1,1
M,0,0,0,1,101406.0,469403.0,0,0,1
F,0,1,0,1,31971.0,148000.0,0,0,0
F,0,1,0,1,8555.0,73336.0,0,1,1
F,0,1,0,1,26492.0,208536.0,0,1,1
F,0,1,1,1,2191.0,58534.0,1,1,1
F,0,1,1,1,41971.0,156268.0,0,0,1
M,0,1,1,1,4396.0,65870.0,1,1,1
F,0,1,0,1,35492.0,239824.0,0,0,0
M,0,1,1,1,27065.0,125547.0,0,0,0
F,0,1,1,1,2082.0,42135.0,1,1,1
M,0,1,0,1,5755.0,65819.0,0,1,1
M,0,1,1,1,16289.0,147651.0,0,1,1
M,0,0,0,1,28559.0,152924.0,0,0,1
F,0,0,0,1,65872.0,110501.0,0,0,0
F,0,0,0,1,27199.0,136134.0,0,1,1
F,0,1,1,1,15876.0,82560.0,0,1,1
M,0,0,0,1,10363.0,93871.0,0,1,1
F,0,0,0,1,401805.0,603463.0,0,0,1
M,0,0,0,1,40.0,-171118.0,1,1,1
M,0,0,0,1,34386.0,189712.0,0,0,1
F,0,1,1,1,10721.0,74209.0,0,1,1
M,0,0,0,1,197977.0,260412.0,0,0,1
F,0,0,0,1,203600.0,475788.0,0,0,0
F,0,0,0,1,46490.0,306778.0,0,0,1
F,0,1,1,1,8281.0,74316.0,0,1,1
M,0,1,0,1,70995.0,238240.0,0,0,1
F,0,0,1,1,64551.0,206009.0,0,0,0
M,0,0,0,1,27765.0,129540.0,0,0,0
F,0,1,0,1,18287.0,141304.0,0,1,1
M,0,0,0,1,70292.0,380651.0,0,0,1
M,0,0,0,1,29764.0,137573.0,0,0,1
F,0,0,0,1,3589.0,55393.0,1,1,1
F,0,0,0,1,3781.0,65380.0,1,1,1
M,0,0,1,1,3166.0,50338.0,1,1,1
F,0,1,0,1,29658.0,113641.0,0,1,1
M,0,0,0,1,29937.0,95253.0,0,0,1
M,0,0,0,1,51588.0,250334.0,0,0,0
F,0,1,0,1,28053.0,135372.0,0,0,1
F,0,0,1,1,9502.0,75315.0,0,1,1
M,0,1,1,1,10538.0,84793.0,0,1,1
F,0,1,0,1,41566.0,165194.0,0,0,1
F,0,1,1,1,21352.0,165562.0,0,0,1
F,0,0,0,1,13209.0,88377.0,0,1,1
F,1,0,1,1,7232.0,61109.0,0,1,1
F,1,0,0,1,3059.0,42676.0,1,1,1
F,0,0,1,1,47954.0,100000.0,0,0,0
M,0,0,0,1,6817.0,59202.0,0,1,1
M,0,0,0,1,16633.0,99939.0,0,0,0
F,1,0,0,1,13508.0,164949.0,0,1,1
M,0,0,0,1,15219.0,137832.0,0,1,1
F,0,0,0,1,58269.0,165780.0,0,0,1
M,1,0,0,1,51640.0,157606.0,0,0,1
F,1,0,0,1,11237.0,72239.0,0,1,1
M,0,0,0,1,36270.0,117000.0,0,0,1
M,0,0,0,1,72560.0,216711.0,0,0,1
F,1,0,0,1,38465.0,277790.0,0,0,0
M,0,1,0,1,31403.0,229330.0,0,0,1
M,1,0,0,1,90756.0,235808.0,0,0,1
F,0,1,0,1,230745.0,670523.0,0,0,1
M,0,1,1,1,2502.0,53010.0,1,1,1
M,1,0,0,1,145230.0,-513595.0,0,0,0
F,0,0,1,1,4757.0,55714.0,1,1,1
F,0,1,0,1,2259.0,52536.0,1,1,1
F,0,1,1,1,5133.0,93329.0,1,1,1
M,0,1,0,1,644.0,23806.0,1,1,1
M,0,0,1,1,5149.0,41039.0,1,1,1
M,0,1,0,1,74446.0,239235.0,0,0,1
M,0,0,0,1,75435.0,259078.0,0,0,1
M,0,0,0,1,28604.0,202705.0,0,0,1
M,0,0,0,1,7080.0,86657.0,0,1,1
F,0,0,0,1,15840.0,102208.0,0,0,1
M,1,0,0,1,3666.0,52796.0,1,1,1
F,0,1,1,1,3249.0,70851.0,1,1,1
F,0,1,1,1,1239.0,54493.0,1,1,1
F,0,0,0,1,2704.0,12353.0,1,1,1
F,0,0,0,1,69034.0,194545.0,0,0,0
F,0,0,0,1,50814.0,191569.0,0,0,1
M,0,0,0,1,15036.0,95074.0,0,1,1
F,0,1,0,1,12686.0,88083.0,0,1,1
M,0,1,0,1,4789.0,35406.0,1,1,1
F,0,0,0,1,17411.0,94857.0,0,0,1
M,0,0,0,1,1277.0,43370.0,1,1,1
F,0,1,0,1,27375.0,207453.0,0,1,1
M,0,0,0,1,91839.0,502027.0,0,0,0
F,0,0,0,1,111150.0,345595.0,0,0,1
F,0,0,0,1,11466.0,79428.0,0,1,1
F,0,0,0,1,30239.0,200909.0,0,1,1
M,0,0,0,1,1630.0,32071.0,1,1,1
F,0,1,0,1,22059.0,186291.0,0,1,1
F,1,0,0,1,96046.0,133366.0,0,0,1
M,0,1,0,1,42898.0,291536.0,0,0,0
F,0,0,0,1,112585.0,357143.0,0,0,1
M,0,0,0,1,15027.0,143262.0,0,0,1
M,1,0,0,1,176.0,26044.0,1,1,1
M,0,0,0,1,20396.0,101000.0,0,0,1
F,0,0,0,1,3770.0,32443.0,1,1,1
M,0,1,0,1,103840.0,213550.0,0,0,1
M,0,0,0,1,45051.0,259734.0,0,0,1
M,0,1,0,1,16412.0,95253.0,0,1,1
F,0,0,0,1,20630.0,169073.0,0,1,1
M,0,1,0,1,19283.0,106996.0,0,0,1
F,0,1,1,1,34690.0,77754.0,0,0,1
F,0,1,1,1,11730.0,69404.0,0,1,1
F,1,0,1,1,16923.0,67799.0,0,0,1
F,0,0,0,1,107874.0,228214.0,0,0,1
M,0,1,0,1,62526.0,380850.0,0,0,1
F,0,0,0,1,26025.0,147600.0,0,0,0
F,0,1,1,1,96.0,31836.0,1,1,1
F,0,0,0,1,196542.0,236367.0,0,0,1
F,0,0,0,1,65541.0,175232.0,0,0,1
F,0,0,0,1,200.0,8779.0,1,1,1
M,0,1,1,1,3856.0,36291.0,1,1,1
F,0,1,0,1,9160.0,76061.0,0,1,1
F,0,0,0,1,4327.0,46684.0,1,1,1
F,0,1,0,1,33637.0,157006.0,0,0,1
M,0,0,0,1,28147.0,199179.0,0,1,1
M,0,1,1,1,23178.0,124510.0,0,0,0
F,0,1,1,1,15990.0,98828.0,0,1,1
M,0,1,0,1,35268.0,177983.0,0,0,1
M,0,0,0,1,55020.0,97365.0,0,0,0
F,0,0,0,1,26444.0,134294.0,0,1,1
M,0,0,1,1,3025.0,27850.0,1,1,1
F,0,1,0,1,38992.0,155795.0,0,0,0
F,0,1,1,1,1822.0,49315.0,1,1,1
F,0,0,0,1,4428.0,51416.0,1,1,1
M,0,1,0,1,51972.0,169066.0,0,0,1
M,1,0,0,1,4965.0,52819.0,1,1,1
M,1,0,0,1,336609.0,644063.0,0,0,1
M,0,0,0,1,32369.0,129985.0,0,1,1
M,0,1,1,1,101.0,37006.0,1,1,1
M,0,0,0,1,610.0,-2084109.0,1,1,1
M,0,1,0,1,94648.0,264480.0,0,0,1
M,0,1,1,1,18538.0,160827.0,0,1,1
M,0,0,0,1,23359.0,65323.0,0,0,1
F,0,1,1,1,500.0,14822.0,1,1,1
M,0,0,0,1,26572.0,175074.0,0,1,1
M,0,1,0,1,48291.0,184042.0,0,0,1
F,0,0,0,1,37095.0,82059.0,0,0,1
F,0,0,0,1,97232.0,258474.0,0,0,1
F,0,1,0,1,3588.0,67584.0,1,1,1
F,0,1,0,1,35173.0,135909.0,0,0,0
F,0,1,1,1,3714.0,66193.0,1,1,1
M,0,0,1,1,7562.0,66032.0,0,1,1
F,0,1,0,1,77474.0,266539.0,0,0,1
M,0,1,1,1,1305.0,42945.0,1,1,1
M,0,0,0,1,22848.0,121192.0,0,0,1
M,0,0,0,1,48755.0,127102.0,0,0,1
F,0,1,0,1,1474.0,38541.0,1,1,1
M,0,0,0,1,145659.0,450184.0,0,0,1
M,0,1,1,1,2789.0,53224.0,1,1,1
F,0,1,0,1,11645.0,134085.0,0,1,1
F,0,0,0,1,64.0,35725.0,1,1,1
F,0,1,0,1,3101.0,49136.0,1,1,1
M,0,0,0,1,22121.0,116211.0,0,1,1
F,0,1,0,1,5384.0,51526.0,1,1,1
F,0,0,0,1,16265.0,182418.0,0,1,1
M,0,0,0,1,87731.0,170311.0,0,0,1
F,0,1,0,1,29373.0,134813.0,0,0,1
F,0,0,0,1,47.0,12014.0,1,1,1
F,0,0,0,1,15141.0,79751.0,0,1,1
M,1,1,0,1,6314.0,67119.0,0,1,1
M,0,0,0,1,71484.0,127229.0,0,0,1
F,0,1,1,1,17278.0,104247.0,0,1,1
M,0,0,0,1,45750.0,301072.0,0,0,1
F,0,1,0,1,13048.0,106420.0,0,1,1
M,0,1,1,1,6908.0,70061.0,0,1,1
F,0,0,0,1,3631.0,29657.0,1,1,1
F,0,0,0,1,14741.0,74674.0,0,1,1
F,0,0,1,1,8503.0,71240.0,0,1,1
M,0,1,0,1,17965.0,83506.0,0,0,0
F,1,0,0,1,13538.0,165325.0,0,1,1
F,0,1,1,1,2021.0,51612.0,1,1,1
F,0,0,0,1,54280.0,159958.0,0,0,1
F,0,1,0,1,66918.0,407715.0,0,0,1
M,0,1,0,1,31688.0,55906.0,0,0,1
M,0,0,0,1,40646.0,221175.0,0,0,1
M,0,0,0,1,51474.0,186349.0,0,0,1
F,0,0,0,1,1931.0,51305.0,1,1,1
F,0,0,0,1,33139.0,303838.0,0,0,1
M,0,0,0,1,72150.0,385002.0,0,0,1
M,1,0,1,1,43742.0,167709.0,0,0,1
M,0,0,0,1,16946.0,164986.0,0,1,1
M,0,0,0,1,63665.0,144507.0,0,0,0
M,0,1,0,1,2780.0,62171.0,1,1,1
M,0,0,0,1,41201.0,172593.0,0,0,1
M,0,1,0,1,2550.0,59033.0,1,1,1
M,0,0,0,1,15397.0,98699.0,0,1,1
M,0,1,0,1,2896.0,44927.0,1,1,1
M,0,0,0,1,10032.0,110950.0,0,1,1
F,0,1,1,1,1234.0,48165.0,0,0,0
F,0,0,0,1,111670.0,284107.0,0,0,0
F,0,0,0,1,1166.0,39073.0,1,1,1
M,0,0,0,1,37981.0,163934.0,0,0,1
F,0,0,0,1,39303.0,176198.0,0,0,1
F,0,0,0,1,5260.0,80879.0,1,1,1
M,0,0,0,1,5552.0,57694.0,1,1,1
F,0,0,0,1,51679.0,213707.0,0,0,1
M,0,1,0,1,6724.0,67306.0,0,1,1
M,0,1,0,1,32347.0,182013.0,0,0,1
F,0,0,1,1,26402.0,132538.0,0,0,1
F,0,1,0,1,41361.0,142767.0,0,0,1
F,0,0,0,1,42896.0,176615.0,0,0,1
M,0,1,0,1,49217.0,420537.0,0,0,1
M,0,0,0,1,117626.0,737070.0,0,0,0
M,0,0,1,1,215.0,27989.0,1,1,1
M,0,0,0,1,49282.0,166614.0,0,0,1
F,0,0,0,1,7156.0,87993.0,0,1,1
F,0,1,1,1,10053.0,67953.0,0,1,1
M,0,1,1,1,2739.0,42086.0,1,1,1
M,0,1,1,1,1007.0,46469.0,1,1,1
F,0,0,0,1,1228.0,36672.0,0,0,1
M,0,1,1,1,4867.0,44153.0,1,1,1
F,1,1,0,1,56868.0,177091.0,0,0,1
M,0,1,1,1,44426.0,174970.0,0,0,1
M,1,0,0,1,1557.0,34162.0,1,1,1
F,0,1,0,1,46527.0,198755.0,0,0,1
M,1,0,0,1,33609.0,124973.0,0,0,1
F,0,0,1,1,43167.0,184719.0,0,0,1
F,0,0,0,1,66662.0,241816.0,0,0,1
M,0,1,1,1,5203.0,76920.0,1,1,1
F,0,1,1,1,2473.0,40804.0,1,1,1
F,0,1,0,1,44952.0,170701.0,0,0,1
F,0,0,0,1,17816.0,104781.0,0,0,1
M,1,0,1,1,1345.0,34153.0,1,1,1
M,1,0,0,1,16768.0,82429.0,0,0,1
M,0,0,1,1,446.0,33054.0,1,1,1
M,0,0,0,1,40797.0,272537.0,0,0,0
F,0,1,0,1,10117.0,55441.0,0,1,1
M,0,0,1,1,30702.0,137626.0,0,0,1
F,0,0,0,1,9019.0,69255.0,0,1,1
F,0,1,0,1,18393.0,92054.0,0,0,0
F,0,0,0,1,180163.0,290966.0,0,0,0
F,0,0,0,1,76352.0,300415.0,0,0,1
M,0,0,0,1,157759.0,377469.0,0,0,1
F,0,1,1,1,10693.0,62260.0,0,1,1
M,0,1,0,1,6909.0,80323.0,0,1,1
M,0,1,1,1,3438.0,85126.0,1,1,1
M,0,0,0,1,18544.0,87770.0,0,1,1
M,0,0,0,1,6587.0,44136.0,0,0,0
M,0,1,0,1,6515.0,59850.0,0,1,1
F,0,1,1,1,19890.0,162261.0,0,0,1
M,0,1,1,1,240.0,24845.0,1,1,1
M,0,0,0,1,14697.0,61679.0,0,1,1
M,0,1,0,1,17145.0,95086.0,0,1,1
F,0,1,0,1,31279.0,132990.0,0,1,1
F,0,1,0,1,3302.0,64131.0,1,1,1
F,0,1,0,1,15933.0,93680.0,0,1,1
M,0,1,1,1,5326.0,69257.0,1,1,1
M,0,1,1,1,2402.0,65250.0,1,1,1
F,1,0,0,1,119032.0,351151.0,0,0,1
F,0,0,0,1,54181.0,252605.0,0,0,1
M,0,1,0,1,28461.0,304432.0,0,0,1
M,0,1,1,1,14569.0,64908.0,0,1,1
F,0,0,0,1,83192.0,250950.0,0,0,1
F,0,1,0,1,17492.0,27974.0,0,0,1
F,0,1,0,1,8718.0,79159.0,0,1,1
F,0,1,0,1,21934.0,116775.0,0,1,1
F,0,0,0,1,9247.0,69243.0,0,1,1
F,0,1,1,1,33246.0,62549.0,0,1,1
F,0,1,1,1,10131.0,85974.0,0,1,1
F,0,0,0,1,105371.0,179827.0,0,0,1
M,0,0,0,1,18943.0,177414.0,0,1,1
M,0,1,1,1,50703.0,171479.0,0,0,1
F,0,0,0,1,47865.0,187173.0,0,0,1
M,0,1,0,1,23842.0,108343.0,0,1,1
M,0,1,1,1,3049.0,61318.0,1,1,1
F,0,0,0,1,3259.0,69175.0,1,1,1
M,1,0,0,1,16582.0,78897.0,1,1,1
M,0,0,0,1,35532.0,115917.0,0,0,1
M,0,1,0,1,66834.0,225859.0,0,0,1
M,0,0,0,1,5068.0,29337.0,1,1,1
F,0,0,0,1,36772.0,150339.0,0,0,1
F,0,0,1,1,20053.0,109788.0,0,1,1
F,0,0,0,1,46174.0,257681.0,0,0,1
M,0,1,1,1,4794.0,85497.0,1,1,1
M,0,0,0,1,2083.0,62912.0,1,1,1
F,0,0,0,1,23115.0,182455.0,0,0,1
M,0,1,1,1,52097.0,203078.0,0,0,1
F,0,0,1,1,4199.0,48367.0,1,1,1
F,0,0,0,1,40048.0,169068.0,0,0,1
M,0,0,1,1,8365.0,68106.0,0,1,1
M,0,1,0,1,131.0,36041.0,1,1,1
M,0,0,0,1,42696.0,145895.0,0,0,1
M,0,0,0,1,52578.0,297298.0,0,0,1
F,0,0,0,1,39136.0,202156.0,0,0,1
M,0,0,0,1,20368.0,170890.0,0,1,1
F,0,1,1,1,6718.0,79020.0,0,1,1
M,0,0,0,1,136649.0,308899.0,0,0,1
F,0,1,1,1,1247.0,43659.0,1,1,1
F,0,0,0,1,138063.0,182716.0,0,0,1
M,0,1,0,1,28287.0,131891.0,0,0,1
F,0,1,1,1,26414.0,100594.0,0,1,1
M,0,0,0,1,19107.0,132506.0,0,1,1
M,0,0,1,1,11740.0,125075.0,0,1,1
F,0,1,1,1,3453.0,66719.0,1,1,1
F,0,0,0,1,27875.0,67793.0,0,0,1
F,0,1,0,1,107094.0,286816.0,0,0,1
F,0,1,1,1,3843.0,58823.0,1,1,1
F,0,0,0,1,83.0,26582.0,1,1,1
M,0,1,0,1,14980.0,126088.0,0,1,1
M,1,0,0,1,11833.0,96644.0,0,1,1
M,1,0,0,1,471795.0,766850.0,0,0,1
F,0,0,0,1,10893.0,57873.0,0,1,1
F,0,1,1,1,31371.0,136785.0,0,0,1
M,0,0,0,1,52926.0,163274.0,0,0,1
M,0,1,0,1,7069.0,74205.0,0,1,1
F,0,1,1,1,7556.0,95536.0,0,1,1
M,0,0,0,1,20107.0,111600.0,0,0,0
M,1,0,0,1,36508.0,164301.0,0,0,1
F,0,1,1,1,8681.0,87504.0,0,1,1
F,0,0,0,1,177426.0,332028.0,0,0,1
M,0,0,0,1,55423.0,226918.0,0,0,0
F,0,0,1,1,247.0,17063.0,1,1,1
F,0,0,0,1,2578.0,47433.0,1,1,1
F,1,0,0,1,22502.0,149114.0,0,1,1
M,0,1,0,1,5968.0,47812.0,0,1,1
M,0,0,0,1,206871.0,282388.0,0,0,1
F,0,1,0,1,69205.0,221077.0,0,0,1
M,1,0,0,1,27242.0,110028.0,0,1,1
M,0,0,0,1,29567.0,91367.0,0,0,0
F,0,1,1,1,1481.0,51079.0,1,1,1
M,1,0,0,1,47796.0,159200.0,0,0,1
M,0,1,0,1,5585.0,42723.0,1,1,1
F,0,1,0,1,4340.0,65807.0,1,1,1
F,0,1,0,1,30103.0,129921.0,0,0,1
F,0,1,0,1,7062.0,55991.0,0,1,1
M,0,0,0,1,96174.0,192007.0,0,0,1
M,0,0,0,1,16848.0,191470.0,0,0,0
M,0,0,0,1,74285.0,248280.0,0,0,1
F,0,1,1,1,3271.0,49318.0,1,1,1
M,0,0,1,1,14703.0,67242.0,0,1,1
F,0,1,0,1,12701.0,71829.0,0,0,1
F,0,0,0,1,37490.0,112522.0,0,0,1
M,0,1,0,1,65726.0,139592.0,0,0,1
M,0,0,0,1,46554.0,305902.0,0,0,0
F,0,0,0,1,34086.0,217166.0,0,0,1
F,0,1,1,1,4051.0,76131.0,1,1,1
M,0,0,0,1,40537.0,129582.0,0,0,1
M,0,0,0,1,9911.0,72287.0,0,1,1
F,0,1,1,1,1267.0,35690.0,1,1,1
M,0,1,1,1,9118.0,67521.0,0,0,0
M,0,0,0,1,1204.0,28538.0,1,1,1
M,0,0,0,1,3206.0,54417.0,1,1,1
